torso_right_hip_side, right_hip_side_hip_front, right_hip_front_thigh, right_thigh_calve, right_calve_ankle, right_ankle_foot, torso_left_hip_side, left_hip_side_hip_front, left_hip_front_thigh, left_thigh_calve, left_calve_ankle, left_ankle_foot, torso_right_bicep, right_bicep_forearm, torso_left_bicep, left_bicep_forearm, torso_neck, neck_head, ignore1, ignore2
0,0,-1.145,-0.561,0,0,0,0,-0.564,-1.148,0,0,-1.834,1.5,-1.834,1.5,0,1.988,0,0
0,0,-1.146,-0.564,0,0,0,0,-0.567,-1.149,0,0,-1.839,1.5,-1.839,1.5,0,1.992,0,0
0,0,-1.147,-0.568,0,0,0,0,-0.57,-1.149,0,0,-1.843,1.5,-1.843,1.5,0,1.996,0,0
0,0,-1.148,-0.572,0,0,0,0,-0.573,-1.15,0,0,-1.848,1.5,-1.848,1.5,0,1.999,0,0
0,0,-1.15,-0.575,0,0,0,0,-0.576,-1.15,0,0,-1.852,1.5,-1.852,1.5,0,2.002,0,0
0,0,-1.151,-0.58,0,0,0,0,-0.579,-1.151,0,0,-1.856,1.5,-1.856,1.5,0,2.004,0,0
0,0,-1.153,-0.584,0,0,0,0,-0.582,-1.151,0,0,-1.86,1.5,-1.86,1.5,0,2.006,0,0
0,0,-1.155,-0.588,0,0,0,0,-0.585,-1.152,0,0,-1.864,1.5,-1.864,1.5,0,2.008,0,0
0,0,-1.157,-0.593,0,0,0,0,-0.588,-1.153,0,0,-1.867,1.5,-1.867,1.5,0,2.009,0,0
0,0,-1.159,-0.597,0,0,0,0,-0.591,-1.154,0,0,-1.87,1.5,-1.87,1.5,0,2.011,0,0
0,0,-1.161,-0.602,0,0,0,0,-0.595,-1.155,0,0,-1.873,1.5,-1.873,1.5,0,2.012,0,0
0,0,-1.164,-0.606,0,0,0,0,-0.598,-1.156,0,0,-1.876,1.5,-1.876,1.5,0,2.012,0,0
0,0,-1.166,-0.611,0,0,0,0,-0.601,-1.157,0,0,-1.878,1.5,-1.878,1.5,0,2.013,0,0
0,0,-1.169,-0.615,0,0,0,0,-0.604,-1.159,0,0,-1.881,1.5,-1.881,1.5,0,2.013,0,0
0,0,-1.172,-0.62,0,0,0,0,-0.607,-1.16,0,0,-1.883,1.5,-1.883,1.5,0,2.013,0,0
0,0,-1.174,-0.624,0,0,0,0,-0.61,-1.162,0,0,-1.885,1.5,-1.885,1.5,0,2.013,0,0
0,0,-1.177,-0.629,0,0,0,0,-0.613,-1.163,0,0,-1.887,1.499,-1.887,1.499,0,2.012,0,0
0,0,-1.18,-0.633,0,0,0,0,-0.616,-1.165,0,0,-1.888,1.499,-1.888,1.499,0,2.012,0,0
0,0,-1.183,-0.637,0,0,0,0,-0.619,-1.167,0,0,-1.89,1.499,-1.89,1.499,0,2.011,0,0
0,0,-1.185,-0.641,0,0,0,0,-0.622,-1.169,0,0,-1.891,1.499,-1.891,1.499,0,2.011,0,0
0,0,-1.188,-0.644,0,0,0,0,-0.625,-1.17,0,0,-1.892,1.499,-1.892,1.499,0,2.01,0,0
0,0,-1.19,-0.648,0,0,0,0,-0.628,-1.172,0,0,-1.893,1.499,-1.893,1.499,0,2.009,0,0
0,0,-1.193,-0.651,0,0,0,0,-0.63,-1.175,0,0,-1.894,1.499,-1.894,1.499,0,2.008,0,0
0,0,-1.195,-0.653,0,0,0,0,-0.633,-1.177,0,0,-1.895,1.499,-1.895,1.499,0,2.008,0,0
0,0,-1.197,-0.655,0,0,0,0,-0.635,-1.179,0,0,-1.896,1.499,-1.896,1.499,0,2.007,0,0
0,0,-1.199,-0.657,0,0,0,0,-0.637,-1.181,0,0,-1.897,1.499,-1.897,1.499,0,2.006,0,0
0,0,-1.2,-0.658,0,0,0,0,-0.639,-1.183,0,0,-1.897,1.499,-1.897,1.499,0,2.005,0,0
0,0,-1.202,-0.659,0,0,0,0,-0.641,-1.186,0,0,-1.898,1.499,-1.898,1.499,0,2.004,0,0
0,0,-1.202,-0.659,0,0,0,0,-0.643,-1.188,0,0,-1.898,1.5,-1.898,1.5,0,2.003,0,0
0,0,-1.203,-0.659,0,0,0,0,-0.645,-1.19,0,0,-1.899,1.5,-1.899,1.5,0,2.002,0,0
0,0,-1.203,-0.658,0,0,0,0,-0.646,-1.193,0,0,-1.899,1.5,-1.899,1.5,0,2.002,0,0
0,0,-1.203,-0.656,0,0,0,0,-0.648,-1.195,0,0,-1.899,1.5,-1.899,1.5,0,2.001,0,0
0,0,-1.202,-0.654,0,0,0,0,-0.649,-1.198,0,0,-1.9,1.5,-1.9,1.5,0,2,0,0
0,0,-1.201,-0.651,0,0,0,0,-0.65,-1.2,0,0,-1.9,1.5,-1.9,1.5,0,2,0,0
0,0,-1.199,-0.647,0,0,0,0,-0.651,-1.202,0,0,-1.9,1.5,-1.9,1.5,0,1.999,0,0
0,0,-1.196,-0.643,0,0,0,0,-0.652,-1.205,0,0,-1.9,1.5,-1.9,1.5,0,1.998,0,0
0,0,-1.194,-0.638,0,0,0,0,-0.653,-1.207,0,0,-1.9,1.5,-1.9,1.5,0,1.998,0,0
0,0,-1.19,-0.632,0,0,0,0,-0.654,-1.21,0,0,-1.9,1.5,-1.9,1.5,0,1.998,0,0
0,0,-1.186,-0.625,0,0,0,0,-0.654,-1.212,0,0,-1.9,1.501,-1.9,1.501,0,1.997,0,0
0,0,-1.181,-0.618,0,0,0,0,-0.655,-1.214,0,0,-1.9,1.501,-1.9,1.501,0,1.997,0,0
0,0,-1.176,-0.609,0,0,0,0,-0.655,-1.217,0,0,-1.9,1.501,-1.9,1.501,0,1.997,0,0
0,0,-1.17,-0.6,0,0,0,0,-0.656,-1.219,0,0,-1.9,1.501,-1.9,1.501,0,1.997,0,0
0,0,-1.163,-0.591,0,0,0,0,-0.656,-1.221,0,0,-1.9,1.501,-1.9,1.501,0,1.997,0,0
0,0,-1.156,-0.58,0,0,0,0,-0.656,-1.224,0,0,-1.9,1.501,-1.9,1.501,0,1.997,0,0
0,0,-1.148,-0.568,0,0,0,0,-0.656,-1.226,0,0,-1.9,1.501,-1.9,1.501,0,1.997,0,0
0,0,-1.139,-0.556,0,0,0,0,-0.656,-1.228,0,0,-1.9,1.502,-1.9,1.502,0,1.997,0,0
0,0,-1.13,-0.543,0,0,0,0,-0.656,-1.23,0,0,-1.9,1.502,-1.9,1.502,0,1.997,0,0
0,0,-1.12,-0.529,0,0,0,0,-0.656,-1.232,0,0,-1.9,1.502,-1.9,1.502,0,1.997,0,0
0,0,-1.109,-0.515,0,0,0,0,-0.655,-1.234,0,0,-1.9,1.502,-1.9,1.502,0,1.997,0,0
0,0,-1.097,-0.499,0,0,0,0,-0.655,-1.235,0,0,-1.9,1.502,-1.9,1.502,0,1.997,0,0
0,0,-1.085,-0.483,0,0,0,0,-0.655,-1.237,0,0,-1.9,1.502,-1.9,1.502,0,1.997,0,0
0,0,-1.072,-0.466,0,0,0,0,-0.655,-1.239,0,0,-1.9,1.502,-1.9,1.502,0,1.998,0,0
0,0,-1.058,-0.448,0,0,0,0,-0.654,-1.24,0,0,-1.9,1.502,-1.9,1.502,0,1.998,0,0
0,0,-1.043,-0.43,0,0,0,0,-0.654,-1.242,0,0,-1.9,1.502,-1.9,1.502,0,1.998,0,0
0,0,-1.028,-0.411,0,0,0,0,-0.653,-1.243,0,0,-1.9,1.502,-1.9,1.502,0,1.998,0,0
0,0,-1.012,-0.391,0,0,0,0,-0.653,-1.244,0,0,-1.9,1.502,-1.9,1.502,0,1.999,0,0
0,0,-0.996,-0.37,0,0,0,0,-0.653,-1.245,0,0,-1.9,1.502,-1.9,1.502,0,1.999,0,0
0,0,-0.978,-0.349,0,0,0,0,-0.652,-1.246,0,0,-1.9,1.502,-1.9,1.502,0,1.999,0,0
0,0,-0.961,-0.328,0,0,0,0,-0.652,-1.247,0,0,-1.9,1.502,-1.9,1.502,0,1.999,0,0
0,0,-0.942,-0.305,0,0,0,0,-0.651,-1.248,0,0,-1.9,1.501,-1.9,1.501,0,1.999,0,0
0,0,-0.924,-0.282,0,0,0,0,-0.651,-1.249,0,0,-1.9,1.501,-1.9,1.501,0,2,0,0
0,0,-0.904,-0.259,0,0,0,0,-0.651,-1.25,0,0,-1.9,1.501,-1.9,1.501,0,2,0,0
0,0,-0.884,-0.235,0,0,0,0,-0.65,-1.25,0,0,-1.9,1.5,-1.9,1.5,0,2,0,0
0,0,-0.864,-0.211,0,0,0,0,-0.65,-1.251,0,0,-1.9,1.5,-1.9,1.5,0,2,0,0
0,0,-0.843,-0.186,0,0,0,0,-0.649,-1.251,0,0,-1.9,1.499,-1.9,1.499,0,2,0,0
0,0,-0.822,-0.16,0,0,0,0,-0.649,-1.251,0,0,-1.9,1.499,-1.9,1.499,0,2.001,0,0
0,0,-0.8,-0.135,0,0,0,0,-0.649,-1.251,0,0,-1.9,1.498,-1.9,1.498,0,2.001,0,0
0,0,-0.778,-0.108,0,0,0,0,-0.648,-1.251,0,0,-1.901,1.497,-1.901,1.497,0,2.001,0,0
0,0,-0.756,-0.082,0,0,0,0,-0.648,-1.251,0,0,-1.901,1.496,-1.901,1.496,0,2.001,0,0
0,0,-0.733,-0.055,0,0,0,0,-0.647,-1.251,0,0,-1.901,1.495,-1.901,1.495,0,2.001,0,0
0,0,-0.711,-0.028,0,0,0,0,-0.647,-1.251,0,0,-1.901,1.494,-1.901,1.494,0,2.001,0,0
0,0,-0.688,0,0,0,0,0,-0.647,-1.251,0,0,-1.901,1.493,-1.901,1.493,0,2.001,0,0
0,0,-0.665,0.028,0,0,0,0,-0.647,-1.251,0,0,-1.901,1.492,-1.901,1.492,0,2.001,0,0
0,0,-0.642,0.056,0,0,0,0,-0.646,-1.251,0,0,-1.902,1.491,-1.902,1.491,0,2.001,0,0
0,0,-0.619,0.084,0,0,0,0,-0.646,-1.251,0,0,-1.902,1.489,-1.902,1.489,0,2.001,0,0
0,0,-0.596,0.112,0,0,0,0,-0.646,-1.25,0,0,-1.902,1.488,-1.902,1.488,0,2.001,0,0
0,0,-0.573,0.141,0,0,0,0,-0.646,-1.25,0,0,-1.902,1.486,-1.902,1.486,0,2.001,0,0
0,0,-0.55,0.169,0,0,0,0,-0.646,-1.25,0,0,-1.902,1.485,-1.902,1.485,0,2.001,0,0
0,0,-0.527,0.198,0,0,0,0,-0.646,-1.249,0,0,-1.902,1.483,-1.902,1.483,0,2.001,0,0
0,0,-0.504,0.227,0,0,0,0,-0.646,-1.249,0,0,-1.903,1.481,-1.903,1.481,0,2.001,0,0
0,0,-0.482,0.256,0,0,0,0,-0.646,-1.249,0,0,-1.903,1.479,-1.903,1.479,0,2.001,0,0
0,0,-0.46,0.285,0,0,0,0,-0.646,-1.249,0,0,-1.903,1.477,-1.903,1.477,0,2.001,0,0
0,0,-0.438,0.314,0,0,0,0,-0.646,-1.248,0,0,-1.903,1.475,-1.903,1.475,0,2.001,0,0
0,0,-0.417,0.343,0,0,0,0,-0.646,-1.248,0,0,-1.903,1.473,-1.903,1.473,0,2.001,0,0
0,0,-0.396,0.372,0,0,0,0,-0.646,-1.248,0,0,-1.903,1.471,-1.903,1.471,0,2,0,0
0,0,-0.376,0.402,0,0,0,0,-0.646,-1.248,0,0,-1.903,1.468,-1.903,1.468,0,2,0,0
0,0,-0.356,0.431,0,0,0,0,-0.647,-1.248,0,0,-1.902,1.466,-1.902,1.466,0,2,0,0
0,0,-0.336,0.46,0,0,0,0,-0.647,-1.248,0,0,-1.902,1.463,-1.902,1.463,0,2,0,0
0,0,-0.317,0.489,0,0,0,0,-0.647,-1.248,0,0,-1.902,1.461,-1.902,1.461,0,2,0,0
0,0,-0.298,0.518,0,0,0,0,-0.648,-1.248,0,0,-1.902,1.458,-1.902,1.458,0,2,0,0
0,0,-0.28,0.547,0,0,0,0,-0.648,-1.249,0,0,-1.901,1.455,-1.901,1.455,0,2,0,0
0,0,-0.263,0.576,0,0,0,0,-0.649,-1.249,0,0,-1.901,1.452,-1.901,1.452,0,2,0,0
0,0,-0.246,0.605,0,0,0,0,-0.65,-1.25,0,0,-1.9,1.45,-1.9,1.45,0,2,0,0
0,0,-0.23,0.634,0,0,0,0,-0.65,-1.25,0,0,-1.9,1.447,-1.9,1.447,0,2,0,0
0,0,-0.214,0.663,0,0,0,0,-0.651,-1.251,0,0,-1.899,1.444,-1.899,1.444,0,2,0,0
0,0,-0.199,0.692,0,0,0,0,-0.652,-1.251,0,0,-1.899,1.44,-1.899,1.44,0,2,0,0
0,0,-0.184,0.72,0,0,0,0,-0.653,-1.252,0,0,-1.898,1.437,-1.898,1.437,0,2,0,0
0,0,-0.171,0.749,0,0,0,0,-0.654,-1.253,0,0,-1.897,1.434,-1.897,1.434,0,2,0,0
0,0,-0.157,0.777,0,0,0,0,-0.655,-1.253,0,0,-1.897,1.431,-1.897,1.431,0,2,0,0
0,0,-0.145,0.806,0,0,0,0,-0.655,-1.254,0,0,-1.896,1.427,-1.896,1.427,0,2,0,0
0,0,-0.133,0.834,0,0,0,0,-0.656,-1.255,0,0,-1.895,1.424,-1.895,1.424,0,2,0,0
0,0,-0.121,0.862,0,0,0,0,-0.657,-1.256,0,0,-1.894,1.421,-1.894,1.421,0,2,0,0
0,0,-0.11,0.89,0,0,0,0,-0.658,-1.257,0,0,-1.894,1.417,-1.894,1.417,0,2,0,0
0,0,-0.1,0.918,0,0,0,0,-0.659,-1.258,0,0,-1.893,1.414,-1.893,1.414,0,2,0,0
0,0,-0.091,0.945,0,0,0,0,-0.66,-1.258,0,0,-1.892,1.41,-1.892,1.41,0,2,0,0
0,0,-0.082,0.973,0,0,0,0,-0.66,-1.259,0,0,-1.892,1.407,-1.892,1.407,0,2,0,0
0,0,-0.073,1,0,0,0,0,-0.661,-1.26,0,0,-1.891,1.403,-1.891,1.403,0,2,0,0
0,0,-0.065,1.027,0,0,0,0,-0.662,-1.26,0,0,-1.891,1.4,-1.891,1.4,0,2,0,0
0,0,-0.058,1.054,0,0,0,0,-0.662,-1.261,0,0,-1.89,1.396,-1.89,1.396,0,2,0,0
0,0,-0.051,1.081,0,0,0,0,-0.663,-1.261,0,0,-1.89,1.392,-1.89,1.392,0,2,0,0
0,0,-0.044,1.107,0,0,0,0,-0.663,-1.262,0,0,-1.889,1.389,-1.889,1.389,0,2,0,0
0,0,-0.038,1.133,0,0,0,0,-0.663,-1.262,0,0,-1.889,1.385,-1.889,1.385,0,2,0,0
0,0,-0.033,1.159,0,0,0,0,-0.663,-1.262,0,0,-1.889,1.382,-1.889,1.382,0,2,0,0
0,0,-0.028,1.185,0,0,0,0,-0.663,-1.262,0,0,-1.89,1.378,-1.89,1.378,0,2,0,0
0,0,-0.023,1.21,0,0,0,0,-0.662,-1.261,0,0,-1.89,1.375,-1.89,1.375,0,2,0,0
0,0,-0.019,1.235,0,0,0,0,-0.661,-1.261,0,0,-1.891,1.371,-1.891,1.371,0,2,0,0
0,0,-0.015,1.259,0,0,0,0,-0.66,-1.26,0,0,-1.891,1.368,-1.891,1.368,0,2,0,0
0,0,-0.011,1.283,0,0,0,0,-0.659,-1.259,0,0,-1.892,1.364,-1.892,1.364,0,2,0,0
0,0,-0.008,1.307,0,0,0,0,-0.657,-1.257,0,0,-1.894,1.361,-1.894,1.361,0,2,0,0
0,0,-0.005,1.33,0,0,0,0,-0.655,-1.256,0,0,-1.895,1.357,-1.895,1.357,0,2,0,0
0,0,-0.003,1.353,0,0,0,0,-0.653,-1.254,0,0,-1.897,1.354,-1.897,1.354,0,2,0,0
0,0,-0.001,1.375,0,0,0,0,-0.65,-1.252,0,0,-1.899,1.351,-1.899,1.351,0,2,0,0
0,0,0.001,1.397,0,0,0,0,-0.647,-1.249,0,0,-1.901,1.347,-1.901,1.347,0,2,0,0
0,0,0.003,1.418,0,0,0,0,-0.643,-1.246,0,0,-1.904,1.344,-1.904,1.344,0,2,0,0
0,0,0.004,1.439,0,0,0,0,-0.639,-1.243,0,0,-1.907,1.341,-1.907,1.341,0,2,0,0
0,0,0.006,1.459,0,0,0,0,-0.634,-1.24,0,0,-1.91,1.337,-1.91,1.337,0,2,0,0
0,0,0.007,1.479,0,0,0,0,-0.629,-1.236,0,0,-1.914,1.334,-1.914,1.334,0,2,0,0
0,0,0.007,1.498,0,0,0,0,-0.623,-1.233,0,0,-1.918,1.331,-1.918,1.331,0,2,0,0
0,0,0.008,1.516,0,0,0,0,-0.617,-1.229,0,0,-1.922,1.328,-1.922,1.328,0,2,0,0
0,0,0.008,1.534,0,0,0,0,-0.61,-1.224,0,0,-1.926,1.325,-1.926,1.325,0,2,0,0
0,0,0.009,1.551,0,0,0,0,-0.602,-1.22,0,0,-1.931,1.321,-1.931,1.321,0,2.001,0,0
0,0,0.009,1.568,0,0,0,0,-0.593,-1.215,0,0,-1.937,1.318,-1.937,1.318,0,2.001,0,0
0,0,0.009,1.584,0,0,0,0,-0.584,-1.21,0,0,-1.942,1.315,-1.942,1.315,0,2.001,0,0
0,0,0.008,1.599,0,0,0,0,-0.574,-1.205,0,0,-1.948,1.312,-1.948,1.312,0,2.001,0,0
0,0,0.008,1.613,0,0,0,0,-0.563,-1.2,0,0,-1.954,1.309,-1.954,1.309,0,2.001,0,0
0,0,0.008,1.627,0,0,0,0,-0.551,-1.194,0,0,-1.961,1.305,-1.961,1.305,0,2.001,0,0
0,0,0.008,1.641,0,0,0,0,-0.538,-1.189,0,0,-1.968,1.302,-1.968,1.302,0,2.001,0,0
0,0,0.007,1.653,0,0,0,0,-0.525,-1.183,0,0,-1.975,1.299,-1.975,1.299,0,2.001,0,0
0,0,0.007,1.665,0,0,0,0,-0.51,-1.178,0,0,-1.982,1.296,-1.982,1.296,0,2.001,0,0
0,0,0.006,1.676,0,0,0,0,-0.494,-1.172,0,0,-1.99,1.293,-1.99,1.293,0,2.001,0,0
0,0,0.005,1.687,0,0,0,0,-0.477,-1.167,0,0,-1.998,1.289,-1.998,1.289,0,2.001,0,0
0,0,0.005,1.697,0,0,0,0,-0.46,-1.162,0,0,-2.007,1.286,-2.007,1.286,0,2.001,0,0
0,0,0.004,1.706,0,0,0,0,-0.441,-1.157,0,0,-2.016,1.282,-2.016,1.282,0,2.001,0,0
0,0,0.004,1.715,0,0,0,0,-0.42,-1.152,0,0,-2.025,1.279,-2.025,1.279,0,2.001,0,0
0,0,0.003,1.722,0,0,0,0,-0.399,-1.147,0,0,-2.034,1.276,-2.034,1.276,0,2.001,0,0
0,0,0.003,1.73,0,0,0,0,-0.377,-1.142,0,0,-2.043,1.272,-2.043,1.272,0,2.001,0,0
0,0,0.002,1.737,0,0,0,0,-0.353,-1.138,0,0,-2.053,1.268,-2.053,1.268,0,2.001,0,0
0,0,0.001,1.743,0,0,0,0,-0.328,-1.134,0,0,-2.063,1.265,-2.063,1.265,0,2.001,0,0
0,0,0.001,1.748,0,0,0,0,-0.302,-1.131,0,0,-2.073,1.261,-2.073,1.261,0,2,0,0
0,0,0,1.753,0,0,0,0,-0.275,-1.128,0,0,-2.083,1.257,-2.083,1.257,0,2,0,0
0,0,0,1.758,0,0,0,0,-0.246,-1.125,0,0,-2.093,1.253,-2.093,1.253,0,2,0,0
0,0,0,1.762,0,0,0,0,-0.217,-1.122,0,0,-2.104,1.249,-2.104,1.249,0,2,0,0
0,0,-0.001,1.765,0,0,0,0,-0.186,-1.12,0,0,-2.114,1.245,-2.114,1.245,0,2,0,0
0,0,-0.001,1.768,0,0,0,0,-0.154,-1.119,0,0,-2.125,1.24,-2.125,1.24,0,2,0,0
0,0,-0.001,1.771,0,0,0,0,-0.12,-1.118,0,0,-2.136,1.236,-2.136,1.236,0,1.999,0,0
0,0,-0.002,1.773,0,0,0,0,-0.086,-1.117,0,0,-2.147,1.232,-2.147,1.232,0,1.999,0,0
0,0,-0.002,1.775,0,0,0,0,-0.051,-1.117,0,0,-2.158,1.227,-2.158,1.227,0,1.999,0,0
0,0,-0.002,1.776,0,0,0,0,-0.014,-1.117,0,0,-2.168,1.223,-2.168,1.223,0,1.999,0,0
0,0,-0.002,1.777,0,0,0,0,0.023,-1.117,0,0,-2.179,1.218,-2.179,1.218,0,1.999,0,0
0,0,-0.002,1.778,0,0,0,0,0.062,-1.118,0,0,-2.19,1.213,-2.19,1.213,0,1.998,0,0
0,0,-0.002,1.778,0,0,0,0,0.101,-1.119,0,0,-2.201,1.208,-2.201,1.208,0,1.998,0,0
0,0,-0.002,1.778,0,0,0,0,0.142,-1.121,0,0,-2.212,1.203,-2.212,1.203,0,1.998,0,0
0,0,-0.002,1.778,0,0,0,0,0.183,-1.122,0,0,-2.223,1.198,-2.223,1.198,0,1.998,0,0
0,0,-0.002,1.777,0,0,0,0,0.225,-1.125,0,0,-2.234,1.193,-2.234,1.193,0,1.997,0,0
0,0,-0.002,1.777,0,0,0,0,0.267,-1.127,0,0,-2.245,1.188,-2.245,1.188,0,1.997,0,0
0,0,-0.002,1.776,0,0,0,0,0.311,-1.13,0,0,-2.256,1.183,-2.256,1.183,0,1.997,0,0
0,0,-0.002,1.775,0,0,0,0,0.354,-1.132,0,0,-2.266,1.177,-2.266,1.177,0,1.997,0,0
0,0,-0.002,1.774,0,0,0,0,0.399,-1.135,0,0,-2.277,1.172,-2.277,1.172,0,1.997,0,0
0,0,-0.002,1.773,0,0,0,0,0.443,-1.138,0,0,-2.287,1.167,-2.287,1.167,0,1.997,0,0
0,0,-0.002,1.772,0,0,0,0,0.488,-1.141,0,0,-2.297,1.161,-2.297,1.161,0,1.997,0,0
0,0,-0.001,1.771,0,0,0,0,0.533,-1.144,0,0,-2.307,1.156,-2.307,1.156,0,1.997,0,0
0,0,-0.001,1.769,0,0,0,0,0.579,-1.146,0,0,-2.317,1.15,-2.317,1.15,0,1.997,0,0
0,0,-0.001,1.768,0,0,0,0,0.624,-1.149,0,0,-2.327,1.144,-2.327,1.144,0,1.997,0,0
0,0,-0.001,1.767,0,0,0,0,0.669,-1.151,0,0,-2.337,1.139,-2.337,1.139,0,1.997,0,0
0,0,-0.001,1.766,0,0,0,0,0.714,-1.153,0,0,-2.346,1.133,-2.346,1.133,0,1.997,0,0
0,0,-0.001,1.765,0,0,0,0,0.759,-1.154,0,0,-2.355,1.128,-2.355,1.128,0,1.997,0,0
0,0,0,1.763,0,0,0,0,0.804,-1.155,0,0,-2.365,1.122,-2.365,1.122,0,1.998,0,0
0,0,0,1.762,0,0,0,0,0.849,-1.155,0,0,-2.374,1.117,-2.374,1.117,0,1.998,0,0
0,0,0,1.761,0,0,0,0,0.892,-1.154,0,0,-2.383,1.111,-2.383,1.111,0,1.998,0,0
0,0,0,1.76,0,0,0,0,0.936,-1.153,0,0,-2.391,1.106,-2.391,1.106,0,1.999,0,0
0,0,0,1.759,0,0,0,0,0.979,-1.151,0,0,-2.4,1.1,-2.4,1.1,0,2,0,0
0,0,0,1.759,0,0,0,0,1.021,-1.149,0,0,-2.408,1.095,-2.408,1.095,0,2,0,0
0,0,0,1.758,0,0,0,0,1.062,-1.145,0,0,-2.416,1.09,-2.416,1.09,0,2.001,0,0
0,0,0,1.757,0,0,0,0,1.103,-1.141,0,0,-2.425,1.084,-2.425,1.084,0,2.002,0,0
0,0,0,1.757,0,0,0,0,1.143,-1.136,0,0,-2.432,1.079,-2.432,1.079,0,2.002,0,0
0,0,0,1.756,0,0,0,0,1.182,-1.129,0,0,-2.44,1.074,-2.44,1.074,0,2.003,0,0
0,0,0.001,1.756,0,0,0,0,1.22,-1.122,0,0,-2.448,1.069,-2.448,1.069,0,2.004,0,0
0,0,0.001,1.756,0,0,0,0,1.257,-1.114,0,0,-2.455,1.065,-2.455,1.065,0,2.005,0,0
0,0,0.001,1.755,0,0,0,0,1.293,-1.105,0,0,-2.463,1.06,-2.463,1.06,0,2.006,0,0
0,0,0.001,1.755,0,0,0,0,1.328,-1.094,0,0,-2.47,1.055,-2.47,1.055,0,2.007,0,0
0,0,0.001,1.755,0,0,0,0,1.362,-1.083,0,0,-2.477,1.051,-2.477,1.051,0,2.007,0,0
0,0,0.001,1.755,0,0,0,0,1.394,-1.07,0,0,-2.484,1.047,-2.484,1.047,0,2.008,0,0
0,0,0.001,1.755,0,0,0,0,1.425,-1.056,0,0,-2.491,1.042,-2.491,1.042,0,2.009,0,0
0,0,0.001,1.755,0,0,0,0,1.456,-1.041,0,0,-2.498,1.038,-2.498,1.038,0,2.01,0,0
0,0,0.001,1.756,0,0,0,0,1.484,-1.025,0,0,-2.505,1.035,-2.505,1.035,0,2.011,0,0
0,0,0.001,1.756,0,0,0,0,1.512,-1.008,0,0,-2.512,1.031,-2.512,1.031,0,2.011,0,0
0,0,0,1.756,0,0,0,0,1.538,-0.989,0,0,-2.518,1.027,-2.518,1.027,0,2.012,0,0
0,0,0,1.756,0,0,0,0,1.563,-0.97,0,0,-2.525,1.024,-2.525,1.024,0,2.012,0,0
0,0,0,1.757,0,0,0,0,1.586,-0.949,0,0,-2.531,1.021,-2.531,1.021,0,2.012,0,0
0,0,0,1.757,0,0,0,0,1.608,-0.927,0,0,-2.538,1.018,-2.538,1.018,0,2.013,0,0
0,0,0,1.757,0,0,0,0,1.629,-0.904,0,0,-2.544,1.015,-2.544,1.015,0,2.013,0,0
0,0,0,1.758,0,0,0,0,1.648,-0.881,0,0,-2.55,1.013,-2.55,1.013,0,2.012,0,0
0,0,0,1.758,0,0,0,0,1.666,-0.856,0,0,-2.556,1.011,-2.556,1.011,0,2.012,0,0
0,0,0,1.758,0,0,0,0,1.683,-0.831,0,0,-2.562,1.009,-2.562,1.009,0,2.011,0,0
0,0,0,1.759,0,0,0,0,1.698,-0.805,0,0,-2.568,1.007,-2.568,1.007,0,2.01,0,0
0,0,0,1.759,0,0,0,0,1.713,-0.778,0,0,-2.574,1.005,-2.574,1.005,0,2.009,0,0
0,0,0,1.759,0,0,0,0,1.726,-0.75,0,0,-2.58,1.003,-2.58,1.003,0,2.008,0,0
0,0,0,1.76,0,0,0,0,1.737,-0.722,0,0,-2.586,1.002,-2.586,1.002,0,2.006,0,0
0,0,0,1.76,0,0,0,0,1.748,-0.694,0,0,-2.592,1.001,-2.592,1.001,0,2.004,0,0
0,0,0,1.76,0,0,0,0,1.757,-0.665,0,0,-2.597,1,-2.597,1,0,2.002,0,0
0,0,0,1.76,0,0,0,0,1.766,-0.636,0,0,-2.603,0.999,-2.603,0.999,0,1.999,0,0
0,0,0,1.76,0,0,0,0,1.773,-0.606,0,0,-2.608,0.999,-2.608,0.999,0,1.996,0,0
0,0,0,1.761,0,0,0,0,1.779,-0.576,0,0,-2.613,0.998,-2.613,0.998,0,1.992,0,0
0,0,0,1.761,0,0,0,0,1.784,-0.546,0,0,-2.619,0.998,-2.619,0.998,0,1.989,0,0
0,0,0,1.761,0,0,0,0,1.789,-0.516,0,0,-2.624,0.998,-2.624,0.998,0,1.984,0,0
0,0,0,1.761,0,0,0,0,1.792,-0.487,0,0,-2.629,0.998,-2.629,0.998,0,1.98,0,0
0,0,0,1.761,0,0,0,0,1.794,-0.457,0,0,-2.634,0.998,-2.634,0.998,0,1.975,0,0
0,0,0,1.761,0,0,0,0,1.796,-0.427,0,0,-2.638,0.998,-2.638,0.998,0,1.969,0,0
0,0,0,1.761,0,0,0,0,1.797,-0.398,0,0,-2.643,0.998,-2.643,0.998,0,1.964,0,0
0,0,0,1.761,0,0,0,0,1.798,-0.369,0,0,-2.647,0.999,-2.647,0.999,0,1.957,0,0
0,0,0,1.761,0,0,0,0,1.798,-0.341,0,0,-2.652,0.999,-2.652,0.999,0,1.951,0,0
0,0,0,1.761,0,0,0,0,1.797,-0.313,0,0,-2.656,1,-2.656,1,0,1.944,0,0
0,0,0,1.761,0,0,0,0,1.796,-0.287,0,0,-2.66,1,-2.66,1,0,1.936,0,0
0,0,0,1.761,0,0,0,0,1.794,-0.26,0,0,-2.664,1.001,-2.664,1.001,0,1.928,0,0
